Título	Tiempo de Lectura (min)	Nombre Completo Autor	Apellido Autor	Primer Nombre Autor	País	Género	URL Wikipedia	Categorías	Autores relacionados	Año de nacimiento	Año de muerte
Mediodía del cuerpo...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Si has llegado...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
"De ""Ardicia"":"	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
1. En la noche risueña del destierro...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
2. Llora, porque toda mirada...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
3. Persistente, la rosa...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
4. El sordo Dios: la carcajada inmóvil...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
5. Si la mano va y pierde la cabeza...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Otros poemas:	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Bethel	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
De corazón a corazón	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Doble filo	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Manjar lento	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Testamento	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Tres y trino	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Un dibujo de abril para María Zambrano	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Unidad	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
A la salida	0.45	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
Atardecer	0.45	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
Cielo despejado	0.45	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
Condena	0.45	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
Distante	0.45	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
El ángel del pobre	0.45	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
Juno	0.45	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
La madre	0.44	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
La muerte meditada	0.44	Ungaretti, Giuseppe	Ungaretti	Giuseppe	Egipto	Unknown	https://es.wikipedia.org/wiki/Giuseppe_Ungaretti	Candidatos al Premio Nobel de Literatura,Conversos al catolicismo desde el ateísmo o agnosticismo,Escritores de Italia del siglo XX,Escritores en francés del siglo XX,Escritores en italiano del siglo XX,Fallecidos en 1970,Fallecidos en Milán,Fallecidos por neumonía,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1888,Nacidos en Alejandría,Poesía moderna,Poetas de Italia del siglo XX	Arthur Rimbaud,Charles Baudelaire,Constantino Cavafis,Eugenio Montale,Gabriele D'Annunzio,Giacomo Leopardi,Giovanni Papini,Guillaume Apollinaire,Luigi Pirandello,Massimo Bontempelli,Philippe Jaccottet,Salvatore Quasimodo,Stéphane Mallarmé	Unknown	Unknown
